[1111877653, '[1391, 1956, 40]', 'Outside Entrance', '44 23N', '123 7W', ['44', '23', 'N', '123', '7', 'W'], (4692, 1119)]
[1126837287, '[1397, 1963, 12]', 'Monument to Adam', '110 39S', '49 51E', ['110', '39', 'S', '49', '51', 'E'], (2031, 2882)]
[1126837287, '[1397, 1963, 12]', 'Nujelm Chess', '23 1N', '169 6E', ['23', '1', 'N', '169', '6', 'E'], (3727, 1362)]
[1126837287, '[1397, 1963, 12]', 'Nujelm Garden', '27 30N', '164 10E', ['27', '30', 'N', '164', '10', 'E'], (3657, 1311)]
[1126837287, '[1397, 1963, 12]', 'Nujelm Mine', '46 3N', '173 23E', ['46', '3', 'N', '173', '23', 'E'], (3788, 1100)]
[1126837287, '[1397, 1963, 12]', 'Nujelm Mine', '46 3N', '173 23E', ['46', '3', 'N', '173', '23', 'E'], (3788, 1100)]
[1086284407, '[1397, 1963, 14]', 'Brit Graveyard', '11 46N', '4 25E', ['11', '46', 'N', '4', '25', 'E'], (1385, 1490)]
[1086284407, '[1397, 1963, 14]', 'Cove Graveyard', '44 1N', '78 49E', ['44', '1', 'N', '78', '49', 'E'], (2443, 1123)]
[1086284407, '[1397, 1963, 14]', 'Jhelom Graveyard', '175 52N', '1 32W', ['175', '52', 'N', '1', '32', 'W'], (1301, 3719)]
[1086284407, '[1397, 1963, 14]', 'Moonglow Graveyard', '25 2N', '133 14W', ['25', '2', 'N', '133', '14', 'W'], (4548, 1339)]
[1086284407, '[1397, 1963, 14]', 'Nujelm Graveyard', '40 46N', '155 31E', ['40', '46', 'N', '155', '31', 'E'], (3534, 1160)]
[1086284407, '[1397, 1963, 14]', 'Vesper Graveyard', '66 26N', '103 0E', ['66', '26', 'N', '103', '0', 'E'], (2787, 868)]
[1086284407, '[1397, 1963, 14]', 'Yew Graveyard', '42 37N', '42 2W', ['42', '37', 'N', '42', '2', 'W'], (725, 1139)]
[1078314330, '[1397, 1963, 16]', 'Step 1 Statue', '157 35N', '78 53E', ['157', '35', 'N', '78', '53', 'E'], (2444, 3927)]
[1078314330, '[1397, 1963, 16]', '2 Brit 25K Ingots', '6 14N', '7 10E', ['6', '14', 'N', '7', '10', 'E'], (1424, 1553)]
[1078314330, '[1397, 1963, 16]', 'Step 3 Statue', '157 35N', '78 53E', ['157', '35', 'N', '78', '53', 'E'], (2444, 3927)]
[1078314330, '[1397, 1963, 16]', '4 Yew 50K Logs', '57 39N', '53 5W', ['57', '39', 'N', '53', '5', 'W'], (568, 968)]
[1078314330, '[1397, 1963, 16]', 'Step 5 Statue', '157 35N', '78 53E', ['157', '35', 'N', '78', '53', 'E'], (2444, 3927)]
[1078314330, '[1397, 1963, 16]', '6Jhelom40K Cloth', '170 30N', '2 19E', ['170', '30', 'N', '2', '19', 'E'], (1355, 3780)]
[1078314330, '[1397, 1963, 16]', 'Step 7 Statue', '157 35N', '78 53E', ['157', '35', 'N', '78', '53', 'E'], (2444, 3927)]
[1078314330, '[1397, 1963, 16]', '8Minoc 25K Ingots', '102 55N', '80 22E', ['102', '55', 'N', '80', '22', 'E'], (2465, 453)]
[1078314330, '[1397, 1963, 16]', 'Step 9 Statue', '157 35N', '78 53E', ['157', '35', 'N', '78', '53', 'E'], (2444, 3927)]
[1078314330, '[1397, 1963, 16]', '10 MG 5K Bottles', '47 27N', '139 59W', ['47', '27', 'N', '139', '59', 'W'], (4452, 1084)]
[1078314330, '[1397, 1963, 16]', 'Step 11 Statue', '157 35N', '78 53E', ['157', '35', 'N', '78', '53', 'E'], (2444, 3927)]
[1078314330, '[1397, 1963, 16]', '12 MG 10K Scrolls', '67 40N', '133 27W', ['67', '40', 'N', '133', '27', 'W'], (4545, 854)]
[1078314330, '[1397, 1963, 16]', 'Step 13 Statue', '157 35N', '78 53E', ['157', '35', 'N', '78', '53', 'E'], (2444, 3927)]
[1078314330, '[1397, 1963, 16]', '14Trin 5K Leather', '109 14S', '46 58E', ['109', '14', 'S', '46', '58', 'E'], (1990, 2866)]
[1078314330, '[1397, 1963, 16]', 'Step15 Statue', '157 35N', '78 53E', ['157', '35', 'N', '78', '53', 'E'], (2444, 3927)]
[1078314330, '[1397, 1963, 16]', 'Step15 Statue', '157 35N', '78 53E', ['157', '35', 'N', '78', '53', 'E'], (2444, 3927)]
[1084431187, '[1397, 1963, 18]', 'Step 1 Statue', '157 35N', '78 53E', ['157', '35', 'N', '78', '53', 'E'], (2444, 3927)]
[1084431187, '[1397, 1963, 18]', 'Step 2 30 Quest Van', '30 35S', '5 41E', ['30', '35', 'S', '5', '41', 'E'], (1403, 1971)]
[1084431187, '[1397, 1963, 18]', 'Step 2 30 Vanqs', '93 52N', '34 56W', ['93', '52', 'N', '34', '56', 'W'], (826, 556)]
[1084431187, '[1397, 1963, 18]', 'Step 2 30 Vanqs', '73 2N', '44 26W', ['73', '2', 'N', '44', '26', 'W'], (691, 793)]
[1084431187, '[1397, 1963, 18]', 'Step 3 Statue', '157 35N', '78 53E', ['157', '35', 'N', '78', '53', 'E'], (2444, 3927)]
[1084431187, '[1397, 1963, 18]', 'Step 4 Dragons', '169 16S', '83 15E', ['169', '16', 'S', '83', '15', 'E'], (2507, 3549)]
[1084431187, '[1397, 1963, 18]', 'Step 4 Dragons', '90 42S', '10 49W', ['90', '42', 'S', '10', '49', 'W'], (1169, 2655)]
[1084431187, '[1397, 1963, 18]', 'Step 4 Lich Lord', '28 54N', '53 26W', ['28', '54', 'N', '53', '26', 'W'], (563, 1295)]
[1084431187, '[1397, 1963, 18]', 'Step 4 Lich Lord', '21 37N', '39 9W', ['21', '37', 'N', '39', '9', 'W'], (766, 1378)]
[1084431187, '[1397, 1963, 18]', 'Step 4 Undead Execu', '63 22N', '64 37W', ['63', '22', 'N', '64', '37', 'W'], (404, 903)]
[1084431187, '[1397, 1963, 18]', 'Step 5 Statue', '157 35N', '78 53E', ['157', '35', 'N', '78', '53', 'E'], (2444, 3927)]
[1084431187, '[1397, 1963, 18]', 'Step 5 Statue', '157 35N', '78 53E', ['157', '35', 'N', '78', '53', 'E'], (2444, 3927)]
[1076303782, '[1397, 1963, 20]', 'Ankh', '26 53N', '83 23W', ['26', '53', 'N', '83', '23', 'W'], (137, 1318)]
[1076303782, '[1397, 1963, 20]', 'Britain', '11 4N', '4 25E', ['11', '4', 'N', '4', '25', 'E'], (1385, 1498)]
[1076303782, '[1397, 1963, 20]', 'Cove', '44 1N', '79 10E', ['44', '1', 'N', '79', '10', 'E'], (2448, 1123)]
[1076303782, '[1397, 1963, 20]', 'Jhelom', '175 52N', '1 32W', ['175', '52', 'N', '1', '32', 'W'], (1301, 3719)]
[1076303782, '[1397, 1963, 20]', 'Moonglow', '25 2N', '133 10W', ['25', '2', 'N', '133', '10', 'W'], (4549, 1339)]
[1076303782, '[1397, 1963, 20]', 'Nujelm', '40 46N', '155 31E', ['40', '46', 'N', '155', '31', 'E'], (3534, 1160)]
[1076303782, '[1397, 1963, 20]', 'Vesper', '66 26N', '103 0E', ['66', '26', 'N', '103', '0', 'E'], (2787, 868)]
[1076303782, '[1397, 1963, 20]', 'Yew', '42 37N', '42 2W', ['42', '37', 'N', '42', '2', 'W'], (725, 1139)]
[1076303782, '[1397, 1963, 20]', 'Sacrifice Graveyard', '131 13N', '150 2E', ['131', '13', 'N', '150', '2', 'E'], (3456, 131)]
[1085557788, '[1397, 1963, 22]', 'Quest Leader', '2 48N', '6 15E', ['2', '48', 'N', '6', '15', 'E'], (1411, 1592)]
[1139097712, '[1397, 1964, 28]', 'Britain 1', '1 40S', '18 46E', ['1', '40', 'S', '18', '46', 'E'], (1589, 1642)]
[1139097712, '[1397, 1964, 28]', 'Britain 2', '10 48S', '21 43E', ['10', '48', 'S', '21', '43', 'E'], (1631, 1746)]
[1139097712, '[1397, 1964, 28]', 'Britain 3', '12 7S', '14 50E', ['12', '7', 'S', '14', '50', 'E'], (1533, 1761)]
[1139097712, '[1397, 1964, 28]', 'Britain 4', '6 35N', '18 25E', ['6', '35', 'N', '18', '25', 'E'], (1584, 1549)]
[1139097712, '[1397, 1964, 28]', 'Britain 5', '32 36S', '1 58E', ['32', '36', 'S', '1', '58', 'E'], (1350, 1994)]
[1139097712, '[1397, 1964, 28]', 'Britain 6', '34 11N', '26 17E', ['34', '11', 'N', '26', '17', 'E'], (1696, 1235)]
[1139097712, '[1397, 1964, 28]', 'Coast 1', '90 36N', '2 57W', ['90', '36', 'N', '2', '57', 'W'], (1281, 593)]
[1139097712, '[1397, 1964, 28]', 'Coast 2', '102 23N', '1 58W', ['102', '23', 'N', '1', '58', 'W'], (1295, 459)]
[1139097712, '[1397, 1964, 28]', 'Forest 1', '90 15N', '7 52W', ['90', '15', 'N', '7', '52', 'W'], (1211, 597)]
[1139097712, '[1397, 1964, 28]', 'Forest 2', '110 49N', '0 25W', ['110', '49', 'N', '0', '25', 'W'], (1317, 363)]
[1139097712, '[1397, 1964, 28]', 'Forest 3', '85 46N', '48 47E', ['85', '46', 'N', '48', '47', 'E'], (2016, 648)]
[1139097712, '[1397, 1964, 28]', 'Forest 4', '75 29N', '33 28E', ['75', '29', 'N', '33', '28', 'E'], (1798, 765)]
[1139097712, '[1397, 1964, 28]', 'Forest 5', '86 18S', '3 47E', ['86', '18', 'S', '3', '47', 'E'], (1376, 2605)]
[1139097712, '[1397, 1964, 28]', 'Forest 6', '114 47N', '103 17E', ['114', '47', 'N', '103', '17', 'E'], (2791, 318)]
[1139097712, '[1397, 1964, 28]', 'Forest 7', '110 28N', '102 35E', ['110', '28', 'N', '102', '35', 'E'], (2781, 367)]
[1139097712, '[1397, 1964, 28]', 'Forest 7', '110 28N', '102 35E', ['110', '28', 'N', '102', '35', 'E'], (2781, 367)]
[1086282638, '[1397, 1964, 30]', 'Trin 3', '96 30S', '55 58E', ['96', '30', 'S', '55', '58', 'E'], (2118, 2721)]
[1086282638, '[1397, 1964, 30]', 'Trin 4', '117 9S', '32 24E', ['117', '9', 'S', '32', '24', 'E'], (1783, 2956)]
[1086282638, '[1397, 1964, 30]', 'Trin 5', '125 41S', '27 50E', ['125', '41', 'S', '27', '50', 'E'], (1718, 3053)]
[1086282638, '[1397, 1964, 30]', 'Trin 6', '95 42S', '48 39E', ['95', '42', 'S', '48', '39', 'E'], (2014, 2712)]
[1086282638, '[1397, 1964, 30]', 'Vesper 1', '79 0N', '107 55E', ['79', '0', 'N', '107', '55', 'E'], (2857, 725)]
[1086282638, '[1397, 1964, 30]', 'Vesper 2', '76 43N', '108 4E', ['76', '43', 'N', '108', '4', 'E'], (2859, 751)]
[1086282638, '[1397, 1964, 30]', 'Vesper 3', '76 54N', '110 48E', ['76', '54', 'N', '110', '48', 'E'], (2898, 749)]
[1086282638, '[1397, 1964, 30]', 'Vesper 4', '70 39N', '106 6E', ['70', '39', 'N', '106', '6', 'E'], (2831, 820)]
[1086282638, '[1397, 1964, 30]', 'Vesper 5', '69 57N', '106 22E', ['69', '57', 'N', '106', '22', 'E'], (2835, 828)]
[1086282638, '[1397, 1964, 30]', 'Vesper 6', '68 43N', '108 29E', ['68', '43', 'N', '108', '29', 'E'], (2865, 842)]
[1086282638, '[1397, 1964, 30]', 'Vesper 7', '55 22N', '109 11E', ['55', '22', 'N', '109', '11', 'E'], (2875, 994)]
[1086282638, '[1397, 1964, 30]', 'Yew 1', '54 45N', '59 45W', ['54', '45', 'N', '59', '45', 'W'], (473, 1001)]
[1086282638, '[1397, 1964, 30]', 'Yew 2', '55 59N', '64 37W', ['55', '59', 'N', '64', '37', 'W'], (404, 987)]
[1086282638, '[1397, 1964, 30]', 'Yew 3', '49 34N', '69 23W', ['49', '34', 'N', '69', '23', 'W'], (336, 1060)]
[1086282638, '[1397, 1964, 30]', 'Yew 4', '53 42N', '74 48W', ['53', '42', 'N', '74', '48', 'W'], (259, 1013)]
[1086282638, '[1397, 1964, 30]', 'Yew 4', '53 42N', '74 48W', ['53', '42', 'N', '74', '48', 'W'], (259, 1013)]
[1099021249, '[1397, 1964, 32]', 'Minoc 4', '86 44N', '87 32E', ['86', '44', 'N', '87', '32', 'E'], (2567, 637)]
[1099021249, '[1397, 1964, 32]', 'Minoc 5', '92 38N', '83 19E', ['92', '38', 'N', '83', '19', 'E'], (2507, 570)]
[1099021249, '[1397, 1964, 32]', 'Minoc 6', '87 0N', '91 28E', ['87', '0', 'N', '91', '28', 'E'], (2623, 634)]
[1099021249, '[1397, 1964, 32]', 'Ocllo 1', '78 8S', '159 53E', ['78', '8', 'S', '159', '53', 'E'], (3596, 2512)]
[1099021249, '[1397, 1964, 32]', 'Ocllo 2', '75 8S', '167 7E', ['75', '8', 'S', '167', '7', 'E'], (3699, 2478)]
[1099021249, '[1397, 1964, 32]', 'Ocllo 3', '94 2S', '168 45E', ['94', '2', 'S', '168', '45', 'E'], (3723, 2693)]
[1099021249, '[1397, 1964, 32]', 'River 1', '61 52S', '5 29E', ['61', '52', 'S', '5', '29', 'E'], (1400, 2327)]
[1099021249, '[1397, 1964, 32]', 'River 2', '70 18S', '5 12E', ['70', '18', 'S', '5', '12', 'E'], (1396, 2423)]
[1099021249, '[1397, 1964, 32]', 'River 3', '70 2S', '8 55E', ['70', '2', 'S', '8', '55', 'E'], (1449, 2420)]
[1099021249, '[1397, 1964, 32]', 'River 4', '51 30S', '7 52E', ['51', '30', 'S', '7', '52', 'E'], (1434, 2209)]
[1099021249, '[1397, 1964, 32]', 'Serpents Hold 1', '166 22S', '108 33E', ['166', '22', 'S', '108', '33', 'E'], (2866, 3516)]
[1099021249, '[1397, 1964, 32]', 'Serpents Hold 2', '166 22S', '104 29E', ['166', '22', 'S', '104', '29', 'E'], (2808, 3516)]
[1099021249, '[1397, 1964, 32]', 'Skara Brae 1', '50 48S', '54 42W', ['50', '48', 'S', '54', '42', 'W'], (545, 2201)]
[1099021249, '[1397, 1964, 32]', 'Skara Brae 2', '53 52S', '55 11W', ['53', '52', 'S', '55', '11', 'W'], (538, 2236)]
[1099021249, '[1397, 1964, 32]', 'Trin 1', '95 37S', '55 11E', ['95', '37', 'S', '55', '11', 'E'], (2107, 2711)]
[1099021249, '[1397, 1964, 32]', 'Trin 1', '95 37S', '55 11E', ['95', '37', 'S', '55', '11', 'E'], (2107, 2711)]
[1139096039, '[1397, 1964, 34]', 'Jhelom 6', '161 53N', '10 11E', ['161', '53', 'N', '10', '11', 'E'], (1467, 3878)]
[1139096039, '[1397, 1964, 34]', 'Jhelom Island 1', '152 55N', '11 40E', ['152', '55', 'N', '11', '40', 'E'], (1488, 3980)]
[1139096039, '[1397, 1964, 34]', 'Jhelom Island 2', '179 1S', '11 40W', ['179', '1', 'S', '11', '40', 'W'], (1157, 3660)]
[1139096039, '[1397, 1964, 34]', 'Jungle 1', '134 1S', '23 29E', ['134', '1', 'S', '23', '29', 'E'], (1656, 3148)]
[1139096039, '[1397, 1964, 34]', 'Jungle 2', '135 42S', '23 24E', ['135', '42', 'S', '23', '24', 'E'], (1655, 3167)]
[1139096039, '[1397, 1964, 34]', 'Jungle 3', '138 25S', '22 30E', ['138', '25', 'S', '22', '30', 'E'], (1643, 3198)]
[1139096039, '[1397, 1964, 34]', 'Jungle 4', '150 12S', '59 24E', ['150', '12', 'S', '59', '24', 'E'], (2167, 3332)]
[1139096039, '[1397, 1964, 34]', 'Jungle 5', '143 31S', '51 57E', ['143', '31', 'S', '51', '57', 'E'], (2061, 3256)]
[1139096039, '[1397, 1964, 34]', 'Jungle 6', '147 28S', '53 17E', ['147', '28', 'S', '53', '17', 'E'], (2080, 3301)]
[1139096039, '[1397, 1964, 34]', 'Jungle 7', '150 54S', '61 6E', ['150', '54', 'S', '61', '6', 'E'], (2191, 3340)]
[1139096039, '[1397, 1964, 34]', 'Jungle 8', '134 23S', '54 37E', ['134', '23', 'S', '54', '37', 'E'], (2099, 3152)]
[1139096039, '[1397, 1964, 34]', 'Jungle 9', '146 20S', '52 22E', ['146', '20', 'S', '52', '22', 'E'], (2067, 3288)]
[1139096039, '[1397, 1964, 34]', 'Marble Island', '41 2S', '38 19E', ['41', '2', 'S', '38', '19', 'E'], (1867, 2090)]
[1139096039, '[1397, 1964, 34]', 'Minoc 1', '101 25N', '76 30E', ['101', '25', 'N', '76', '30', 'E'], (2411, 470)]
[1139096039, '[1397, 1964, 34]', 'Minoc 2', '103 26N', '76 59E', ['103', '26', 'N', '76', '59', 'E'], (2417, 447)]
[1139096039, '[1397, 1964, 34]', 'Minoc 2', '103 26N', '76 59E', ['103', '26', 'N', '76', '59', 'E'], (2417, 447)]
[1139099357, '[1397, 1964, 36]', 'Forest 15', '107 24N', '96 32E', ['107', '24', 'N', '96', '32', 'E'], (2695, 402)]
[1139099357, '[1397, 1964, 36]', 'Forest 16', '103 42N', '95 16E', ['103', '42', 'N', '95', '16', 'E'], (2677, 444)]
[1139099357, '[1397, 1964, 36]', 'Forest 17', '83 40S', '4 17E', ['83', '40', 'S', '4', '17', 'E'], (1383, 2575)]
[1139099357, '[1397, 1964, 36]', 'Forest 18', '107 50N', '101 36E', ['107', '50', 'N', '101', '36', 'E'], (2767, 397)]
[1139099357, '[1397, 1964, 36]', 'Island of Fire 1', '174 11S', '124 31W', ['174', '11', 'S', '124', '31', 'W'], (4672, 3605)]
[1139099357, '[1397, 1964, 36]', 'Island of Fire 2', '166 6S', '125 0W', ['166', '6', 'S', '125', '0', 'W'], (4665, 3513)]
[1139099357, '[1397, 1964, 36]', 'Island of Fire 3', '169 11S', '126 46W', ['169', '11', 'S', '126', '46', 'W'], (4640, 3548)]
[1139099357, '[1397, 1964, 36]', 'Island of Fire 4', '165 29S', '126 42W', ['165', '29', 'S', '126', '42', 'W'], (4641, 3506)]
[1139099357, '[1397, 1964, 36]', 'Island of Fire 5', '175 25S', '127 20W', ['175', '25', 'S', '127', '20', 'W'], (4632, 3619)]
[1139099357, '[1397, 1964, 36]', 'Island of Fire 6', '165 8S', '125 51W', ['165', '8', 'S', '125', '51', 'W'], (4653, 3502)]
[1139099357, '[1397, 1964, 36]', 'Island of FIre 7', '177 5S', '121 4W', ['177', '5', 'S', '121', '4', 'W'], (4721, 3638)]
[1139099357, '[1397, 1964, 36]', 'Jhelom 1', '178 19N', '3 43E', ['178', '19', 'N', '3', '43', 'E'], (1375, 3691)]
[1139099357, '[1397, 1964, 36]', 'Jhelom 2', '160 24N', '8 47E', ['160', '24', 'N', '8', '47', 'E'], (1447, 3895)]
[1139099357, '[1397, 1964, 36]', 'Jhelom 3', '179 28S', '0 37E', ['179', '28', 'S', '0', '37', 'E'], (1331, 3665)]
[1139099357, '[1397, 1964, 36]', 'Jhelom 4', '160 34N', '5 58E', ['160', '34', 'N', '5', '58', 'E'], (1407, 3893)]
[1139099357, '[1397, 1964, 36]', 'Jhelom 4', '160 34N', '5 58E', ['160', '34', 'N', '5', '58', 'E'], (1407, 3893)]
[1086284928, '[1397, 1964, 38]', 'Britain 1', '11 57N', '18 29E', ['11', '57', 'N', '18', '29', 'E'], (1585, 1488)]
[1086284928, '[1397, 1964, 38]', 'Britain 2', '10 43N', '19 7E', ['10', '43', 'N', '19', '7', 'E'], (1594, 1502)]
[1086284928, '[1397, 1964, 38]', 'Forest 1', '68 22S', '6 11E', ['68', '22', 'S', '6', '11', 'E'], (1410, 2401)]
[1086284928, '[1397, 1964, 38]', 'Forest 2', '89 7S', '17 30E', ['89', '7', 'S', '17', '30', 'E'], (1571, 2637)]
[1086284928, '[1397, 1964, 38]', 'Forest 3', '90 47N', '56 15E', ['90', '47', 'N', '56', '15', 'E'], (2123, 591)]
[1086284928, '[1397, 1964, 38]', 'Forest 4', '88 46S', '17 0E', ['88', '46', 'S', '17', '0', 'E'], (1564, 2633)]
[1086284928, '[1397, 1964, 38]', 'Forest 5', '84 38S', '8 43E', ['84', '38', 'S', '8', '43', 'E'], (1446, 2586)]
[1086284928, '[1397, 1964, 38]', 'Forest 6', '92 48N', '51 2E', ['92', '48', 'N', '51', '2', 'E'], (2048, 568)]
[1086284928, '[1397, 1964, 38]', 'Forest 7', '72 4S', '4 55E', ['72', '4', 'S', '4', '55', 'E'], (1392, 2443)]
[1086284928, '[1397, 1964, 38]', 'Forest 8', '114 4N', '102 9E', ['114', '4', 'N', '102', '9', 'E'], (2775, 326)]
[1086284928, '[1397, 1964, 38]', 'Forest 9', '110 23N', '102 14E', ['110', '23', 'N', '102', '14', 'E'], (2776, 368)]
[1086284928, '[1397, 1964, 38]', 'Forest 10', '73 49S', '10 15E', ['73', '49', 'S', '10', '15', 'E'], (1468, 2463)]
[1086284928, '[1397, 1964, 38]', 'Forest 11', '73 12S', '5 45E', ['73', '12', 'S', '5', '45', 'E'], (1404, 2456)]
[1086284928, '[1397, 1964, 38]', 'Forest 12', '78 34S', '1 24E', ['78', '34', 'S', '1', '24', 'E'], (1342, 2517)]
[1086284928, '[1397, 1964, 38]', 'Forest 13', '105 49N', '96 19E', ['105', '49', 'N', '96', '19', 'E'], (2692, 420)]
[1086284928, '[1397, 1964, 38]', 'Forest 13', '105 49N', '96 19E', ['105', '49', 'N', '96', '19', 'E'], (2692, 420)]
[1099021731, '[1397, 1964, 40]', 'Serpents Hold 5', '170 25S', '103 0E', ['170', '25', 'S', '103', '0', 'E'], (2787, 3562)]
[1099021731, '[1397, 1964, 40]', 'Serpents Hold 6', '169 53S', '102 30E', ['169', '53', 'S', '102', '30', 'E'], (2780, 3556)]
[1099021731, '[1397, 1964, 40]', 'Skara Brae 1', '51 46S', '47 44W', ['51', '46', 'S', '47', '44', 'W'], (644, 2212)]
[1099021731, '[1397, 1964, 40]', 'Skara Brae 2', '43 40S', '45 33W', ['43', '40', 'S', '45', '33', 'W'], (675, 2120)]
[1099021731, '[1397, 1964, 40]', 'Skara Brae 3', '38 45S', '53 26W', ['38', '45', 'S', '53', '26', 'W'], (563, 2064)]
[1099021731, '[1397, 1964, 40]', 'Skara Brae 4', '38 3S', '56 23W', ['38', '3', 'S', '56', '23', 'W'], (521, 2056)]
[1099021731, '[1397, 1964, 40]', 'Skara Brae 5', '49 18S', '54 37W', ['49', '18', 'S', '54', '37', 'W'], (546, 2184)]
[1099021731, '[1397, 1964, 40]', 'Trinsic 1', '97 49S', '55 11E', ['97', '49', 'S', '55', '11', 'E'], (2107, 2736)]
[1099021731, '[1397, 1964, 40]', 'Trinsic 2', '90 47S', '52 48E', ['90', '47', 'S', '52', '48', 'E'], (2073, 2656)]
[1099021731, '[1397, 1964, 40]', 'Trinsic 3', '116 27S', '38 23E', ['116', '27', 'S', '38', '23', 'E'], (1868, 2948)]
[1099021731, '[1397, 1964, 40]', 'Vesper 1', '69 10N', '109 37E', ['69', '10', 'N', '109', '37', 'E'], (2881, 837)]
[1099021731, '[1397, 1964, 40]', 'Vesper 2', '76 48N', '111 22E', ['76', '48', 'N', '111', '22', 'E'], (2906, 750)]
[1099021731, '[1397, 1964, 40]', 'Vesper 3', '81 28N', '108 16E', ['81', '28', 'N', '108', '16', 'E'], (2862, 697)]
[1099021731, '[1397, 1964, 40]', 'Vesper 4', '79 11N', '107 22E', ['79', '11', 'N', '107', '22', 'E'], (2849, 723)]
[1099021731, '[1397, 1964, 40]', 'Vesper 5', '79 37N', '108 0E', ['79', '37', 'N', '108', '0', 'E'], (2859, 718)]
[1099021731, '[1397, 1964, 40]', 'Vesper 5', '79 37N', '108 0E', ['79', '37', 'N', '108', '0', 'E'], (2859, 718)]
[1139099619, '[1397, 1964, 42]', 'Minoc 15', '101 9N', '95 3E', ['101', '9', 'N', '95', '3', 'E'], (2674, 473)]
[1139099619, '[1397, 1964, 42]', 'Minoc 16', '101 41N', '94 51E', ['101', '41', 'N', '94', '51', 'E'], (2671, 467)]
[1139099619, '[1397, 1964, 42]', 'Moonglow', '48 52N', '141 23W', ['48', '52', 'N', '141', '23', 'W'], (4432, 1068)]
[1139099619, '[1397, 1964, 42]', 'Ocllo', '88 9S', '160 10E', ['88', '9', 'S', '160', '10', 'E'], (3600, 2626)]
[1139099619, '[1397, 1964, 42]', 'River 1', '64 35S', '5 29E', ['64', '35', 'S', '5', '29', 'E'], (1400, 2358)]
[1139099619, '[1397, 1964, 42]', 'River 2', '54 24S', '5 58E', ['54', '24', 'S', '5', '58', 'E'], (1407, 2242)]
[1139099619, '[1397, 1964, 42]', 'River 3', '55 22S', '5 20E', ['55', '22', 'S', '5', '20', 'E'], (1398, 2253)]
[1139099619, '[1397, 1964, 42]', 'River 4', '51 19S', '7 44E', ['51', '19', 'S', '7', '44', 'E'], (1432, 2207)]
[1139099619, '[1397, 1964, 42]', 'River 5', '71 48S', '4 13E', ['71', '48', 'S', '4', '13', 'E'], (1382, 2440)]
[1139099619, '[1397, 1964, 42]', 'River 6', '69 36S', '8 9E', ['69', '36', 'S', '8', '9', 'E'], (1438, 2415)]
[1139099619, '[1397, 1964, 42]', 'River 7', '71 48S', '4 13E', ['71', '48', 'S', '4', '13', 'E'], (1382, 2440)]
[1139099619, '[1397, 1964, 42]', 'River 8', '59 40S', '5 54E', ['59', '40', 'S', '5', '54', 'E'], (1406, 2302)]
[1139099619, '[1397, 1964, 42]', 'Serpents Hold 1', '167 36S', '110 2E', ['167', '36', 'S', '110', '2', 'E'], (2887, 3530)]
[1139099619, '[1397, 1964, 42]', 'Serpents Hold 2', '167 46S', '108 0E', ['167', '46', 'S', '108', '0', 'E'], (2859, 3532)]
[1139099619, '[1397, 1964, 42]', 'Serpents Hold 3', '167 4S', '106 10E', ['167', '4', 'S', '106', '10', 'E'], (2832, 3524)]
[1139099619, '[1397, 1964, 42]', 'Serpents Hold 3', '167 4S', '106 10E', ['167', '4', 'S', '106', '10', 'E'], (2832, 3524)]
[1107886698, '[1397, 1966, 21]', 'Lord Maleki Asylum', '52 54S', '13 21W', ['52', '54', 'S', '13', '21', 'W'], (1133, 2225)]
[1107886698, '[1397, 1966, 21]', 'Kalgedeth Montor', '64 9N', '102 18E', ['64', '9', 'N', '102', '18', 'E'], (2777, 894)]
[1107886698, '[1397, 1966, 21]', 'WarlockMadrakAnkh', '27 25N', '83 2W', ['27', '25', 'N', '83', '2', 'W'], (142, 1312)]
[1107886698, '[1397, 1966, 21]', 'WarlockSEGraveyard', '27 25N', '82 28W', ['27', '25', 'N', '82', '28', 'W'], (150, 1312)]
[1107886698, '[1397, 1966, 21]', 'WarlockSEGraveyard', '27 25N', '82 28W', ['27', '25', 'N', '82', '28', 'W'], (150, 1312)]
[1086284178, '[1397, 1969, 8]', 'Outside Entrance', '1 34S', '11 44E', ['1', '34', 'S', '11', '44', 'E'], (1489, 1641)]
[1084438780, '[1397, 1969, 10]', 'Booty Island Dungeon', '15 33S', '155 15W', ['15', '33', 'S', '155', '15', 'W'], (4235, 1800)]
[1084438780, '[1397, 1969, 10]', 'Bucs Den Dungeon', '50 11S', '93 9E', ['50', '11', 'S', '93', '9', 'E'], (2647, 2194)]
[1094445628, '[1397, 1969, 12]', 'Hedge Maze Entrance', '53 5S', '13 21W', ['53', '5', 'S', '13', '21', 'W'], (1133, 2227)]
[1075341933, '[1397, 1969, 14]', 'Entry to Ankh', '3 52N', '65 19W', ['3', '52', 'N', '65', '19', 'W'], (394, 1580)]
[1075341933, '[1397, 1969, 14]', 'Fountain', '9 3N', '61 39W', ['9', '3', 'N', '61', '39', 'W'], (446, 1521)]
[1075341933, '[1397, 1969, 14]', 'Mid CentuarsDragons', '5 48N', '61 14W', ['5', '48', 'N', '61', '14', 'W'], (452, 1558)]
[1075341933, '[1397, 1969, 14]', 'MidS CentaurDragon', '3 30N', '59 3W', ['3', '30', 'N', '59', '3', 'W'], (483, 1584)]
[1075341933, '[1397, 1969, 14]', 'Mid Barding', '5 48N', '63 8W', ['5', '48', 'N', '63', '8', 'W'], (425, 1558)]
